class,,req1,req1_id,req2,req2_id,similarity,cosine,CORLEY&MIHALCEA-NA-par,BinaryClass,Multiclass
38072,38072,"the train shall be able to automatically pass from one rbc area to another without driver intervention.
",4.9.12.1,"the train shall leave partial supervision when the trainborne equipment is not operative any longer, when shunting is selected or when full supervision is available.
",4.1.4.6,0,0.078444544,0.12916666,,
1282,1282,"trains equipped for ertms/etcs application level 3 shall be able to run on lines equipped with ertms/etcs application level 3, 2, 1 and 0, trains equipped for ertms/etcs application level 2 shall be able to run on lines equipped with ertms/etcs application level 2, 1 and 0 and trains equipped for ertms/etcs application level 1 shall be able to run on lines equipped with ertms/etcs application level 1 and 0.
",3.2.1.3c,"the etcs trainborne equipment calculates the static train speed profile on the basis of infrastructure data and train data.
",4.3.1.4a,0,0.07842781,0,,
18777,18777,"this static train speed profile shall also respect maximum line speed and track speed and special speed levels for special classes of trains.
",4.3.1.2b,"the etcs on-board shall be capable of receiving information about pantograph and power supply from the trackside.
",4.8.1.1,0,0.078385751,0,,
3647,3647,"if an etcs equipped train passes a level transition to one or more levels for which it is not equipped, etcs shall initiate a brake application.
",3.9.1.5,"together with the movement authority, the on board shall be able to receive one or more time-out(s) for certain sections of the movement authority, and shorten the movement authority accordingly when a time out expires.
",4.2.2.3,0,0.078343826,0.124060154,,
1318,1318,"trains equipped for ertms/etcs application level 3 shall be able to run on lines equipped with ertms/etcs application level 3, 2, 1 and 0, trains equipped for ertms/etcs application level 2 shall be able to run on lines equipped with ertms/etcs application level 2, 1 and 0 and trains equipped for ertms/etcs application level 1 shall be able to run on lines equipped with ertms/etcs application level 1 and 0.
",3.2.1.3c,"the retention period for the recorded data will be different and two levels are foreseen:
",4.3.10.5,0,0.078322096,0.08846154,,
41,41,"etcs shall provide the driver with information to allow him to drive the train safely.
",3.1.1.1a,"an etcs equipped traction unit shall be capable of being moved in shunting without train data, track data or movement authority.
",4.1.3.1,0,0.078220655,0.19642857,,
9387,9387,"automatic transfer to shunting may be from full supervision operation and partial supervision operation status at any speed lower than or equal to the supervised shunting speed based on trackside information.
",4.1.3.4a,"the etcs trainborne equipment shall supervise the end of movement authority, if this information is available on-board.
",4.2.2.1,0,0.078039752,0.07670455,,
696,696,"etcs is required to be functional to a maximum train speed of 500 km/h.
",3.1.1.10,"the release speed shall be calculated on board, based on either:
",4.3.3.1,0,0.078039729,0.26666668,,
420,420,"if the supervision is performed by a rbc it shall be possible to prevent movements of a traction unit in its area if not authorised by the rbc.
",3.1.1.1c,"at start up, the on board equipment shall perform an automatic self-test.
",4.1.1.3a,0,0.078035865,0,,
26504,26504,"it shall be possible to use multiple traction units without isolating the etcs trainborne equipment on traction unit(s) with an in-operative cab.
",4.4.1.1,"the character set used shall support different languages.
",4.8.8.6,0,0.078025258,0,,
15336,15336,"it shall be possible to send information on adhesion conditions from trackside.
",4.1.1.3a,"on request of the rbc, the driver shall have the possibility to confirm that the track ahead of him until the end of the on sight section is clear
",4.2.3.6d,0,0.078022722,0,,
1311,1311,"trains equipped for ertms/etcs application level 3 shall be able to run on lines equipped with ertms/etcs application level 3, 2, 1 and 0, trains equipped for ertms/etcs application level 2 shall be able to run on lines equipped with ertms/etcs application level 2, 1 and 0 and trains equipped for ertms/etcs application level 1 shall be able to run on lines equipped with ertms/etcs application level 1 and 0.
",3.2.1.3c,"the roll away/reverse movement intervention shall be indicated on the dmi.
",4.3.9.1c,0,0.077983846,0.10989011,,
9176,9176,"it shall be possible to manually select shunting from stand by operation, full supervision operation or partial supervision operation
",4.1.3.3,"the etcs trainborne equipment shall be capable of receiving information from the national train control systems by means of the stm.
",4.1.7.1,0,0.077866448,0.08846154,,
4829,4829,"default values shall be harmonised values, permanently stored in all ertms/etcs on board equipment
",3.10.1.2,"it shall also be possible, to allow the driver to change the adhesion conditions; in this case information from trackside has priority.
",4.1.1.3b,0,0.077858136,0.094017096,,
23287,23287,"a train shall be supervised to its static and dynamic train speed profiles.
",4.3.7.1,"the roll away/reverse movement intervention shall be indicated on the dmi.
",4.3.9.1c,0,0.077808944,0.14285715,,
3658,3658,"if an etcs equipped train passes a level transition to one or more levels for which it is not equipped, etcs shall initiate a brake application.
",3.9.1.5,"the etcs trainborne equipment calculates the static train speed profile on the basis of infrastructure data and train data.
",4.3.1.4a,0,0.077804634,0.16233766,,
13067,13067,"the trainborne equipment shall remain in full supervision until the trainborne equipment is not active any longer, when shunting is selected or when partial supervision information is received.
",4.1.5.5,"in etcs with rbc this restriction on performance shall, if possible be transmitted to the rbc.
",5.2.1.2c,0,0.07777522,0,,
9496,9496,"automatic transfer to shunting may be from full supervision operation and partial supervision operation status at any speed lower than or equal to the supervised shunting speed based on trackside information.
",4.1.3.4a,"once the train starts reversing the ma shall be cancelled.
",4.9.10.8,0,0.077769462,0.102678575,,
29458,29458,"if supervised by an rbc it shall be possible to command an emergency stop to all trains in a particular area or to a specific train
",4.6.4.1a,"the emergency brake shall be applied until the traction unit is stationary.
",4.6.12.3,0,0.077699407,0.20833333,,
18413,18413,"etcs shall collect all relevant information concerning train and line speed.
",4.3.1.1,"in etcs with rbc this restriction on performance shall, if possible be transmitted to the rbc.
",5.2.1.2c,0,0.07757735,0.13392857,,
3639,3639,"if an etcs equipped train passes a level transition to one or more levels for which it is not equipped, etcs shall initiate a brake application.
",3.9.1.5,"the etcs on-board shall be capable of receiving track description from the trackside.
",4.1.1.1,0,0.077574503,0.09821428,,
